exp_name,epoch,train_loss,val_safe_acc,lr
INSIGHT_lr_3e-4,0,2.5130233903725943,0.7065972238779068,0.00029815325108927063
INSIGHT_lr_3e-4,1,2.062631044785182,0.7256944477558136,0.00029265847744427303
INSIGHT_lr_3e-4,2,1.8136640151341756,0.6111111119389534,0.0002836509786282552
INSIGHT_lr_3e-4,3,1.5850481847922007,0.6909722238779068,0.0002713525491562421
INSIGHT_lr_3e-4,4,1.3771449446678161,0.7881944477558136,0.0002560660171779821
INSIGHT_lr_3e-4,5,1.2049579272667568,0.7378472238779068,0.000238167787843871
INSIGHT_lr_3e-4,6,0.9838768521944682,0.7170138955116272,0.00021809857496093204
INSIGHT_lr_3e-4,7,0.8850698858499527,0.8194444477558136,0.00019635254915624216
INSIGHT_lr_3e-4,8,0.7288670748472214,0.7100694477558136,0.00017346516975603468
INSIGHT_lr_3e-4,9,0.6298746133844058,0.7569444477558136,0.00015000000000000001
INSIGHT_lr_3e-4,10,0.6019283647338549,0.7881944477558136,0.0001265348302439654
INSIGHT_lr_3e-4,11,0.4679031752049923,0.7725694477558136,0.0001036474508437579
INSIGHT_lr_3e-4,12,0.3481893961628278,0.7881944477558136,8.190142503906799e-05
INSIGHT_lr_3e-4,13,0.2964264083653688,0.7725694477558136,6.183221215612905e-05
INSIGHT_lr_3e-4,14,0.2845022379110257,0.7291666716337204,4.393398282201788e-05
INSIGHT_lr_3e-4,15,0.23526721335947515,0.7881944477558136,2.86474508437579e-05
INSIGHT_lr_3e-4,16,0.20409224977095922,0.8194444477558136,1.6349021371744834e-05
INSIGHT_lr_3e-4,17,0.18689002525061368,0.7725694477558136,7.341522555726972e-06
INSIGHT_lr_3e-4,18,0.17170098616431156,0.7881944477558136,1.8467489107293517e-06
INSIGHT_lr_3e-4,19,0.17104776576161385,0.7725694477558136,0.0
