exp_name,epoch,train_loss,val_safe_acc,lr
A1_linearprobe_norm_noaug,0,3.285827414194743,0.6666666716337204,0.0009938441702975688
A1_linearprobe_norm_noaug,1,2.5295256932576495,0.6197916716337204,0.0009755282581475768
A1_linearprobe_norm_noaug,2,2.383786873022715,0.6822916716337204,0.0009455032620941839
A1_linearprobe_norm_noaug,3,2.2049901684125266,0.7100694477558136,0.0009045084971874737
A1_linearprobe_norm_noaug,4,2.0941868205865224,0.6979166716337204,0.0008535533905932737
A1_linearprobe_norm_noaug,5,2.021627207597097,0.5729166716337204,0.0007938926261462366
A1_linearprobe_norm_noaug,6,1.8964708546797435,0.6822916716337204,0.0007269952498697733
A1_linearprobe_norm_noaug,7,1.7931278765201568,0.6666666716337204,0.0006545084971874737
A1_linearprobe_norm_noaug,8,1.7148256401220958,0.7100694477558136,0.0005782172325201155
A1_linearprobe_norm_noaug,9,1.6450125992298126,0.6354166716337204,0.0005
A1_linearprobe_norm_noaug,10,1.5296936104695003,0.6666666716337204,0.0004217827674798847
A1_linearprobe_norm_noaug,11,1.4954940378665924,0.5954861119389534,0.00034549150281252633
A1_linearprobe_norm_noaug,12,1.37591948111852,0.6701388955116272,0.00027300475013022663
A1_linearprobe_norm_noaug,13,1.3456002245346705,0.6666666716337204,0.00020610737385376348
A1_linearprobe_norm_noaug,14,1.2857184092203775,0.6354166716337204,0.00014644660940672625
A1_linearprobe_norm_noaug,15,1.2259904702504476,0.6666666716337204,9.549150281252631e-05
A1_linearprobe_norm_noaug,16,1.2083904067675273,0.6388888955116272,5.4496737905816096e-05
A1_linearprobe_norm_noaug,17,1.164751771092415,0.6510416716337204,2.447174185242323e-05
A1_linearprobe_norm_noaug,18,1.1756989717483521,0.6545138955116272,6.15582970243117e-06
A1_linearprobe_norm_noaug,19,1.143169574936231,0.6388888955116272,0.0
